ID	DOCULECT	CONCEPT	IPA	TOKENS	COGID	PARTIAL	PARTIAL_IDS	CLPA_IDS	CONCEPTICON_ID	GLOTTOLOG
669	Zhoucheng	see	a₃₃tɯ₄₄	a ³³ + t ɯ ⁴⁴	99	cd	200 201	997 1161 120 944 1178	1409	sout2730
670	Jinxing	see	xɑ̃₅₅	x ɑ̃ ⁵⁵	101	f	202	778 951 1189	1409	cent2004
671	Tuolo	see	en₃₃qɛ₂₁	e n ³³ + q ɛ ²¹	98	cb	200 199	1089 107 1161 757 1121 1152	1409	nort2724
672	Enqi	see	ɛ₂₂tɯ₅₅la₂₂	ɛ ²² + t ɯ ⁵⁵ + l a ²²	100	cde	200 201 203	1121 1150 120 944 1189 554 997 1150	1409	nort2724
673	Ega	see	e₂₂tɯ₄₄	e ²² + t ɯ ⁴⁴	99	cd	200 201	1089 1150 120 944 1178	1409	nort2724
674	Gongxing	seed	ʦoŋ₂₂	ts o ŋ ²²	103	a	204	15 887 801 1150	714	nort2724
675	Jinman	seed	ʨõ₂₂	tɕ õ ²²	103	a	204	200 883 1150	714	nort2724
676	Mazhelong	seed	ʦoŋ₃₃	ts o ŋ ³³	103	a	204	15 887 801 1161	714	sout2730
677	Dashi	seed	t͡ʂoŋ₃₃	ʈʂ o ŋ ³³	103	a	204	699 887 801 1161	714	cent2004
678	Zhoucheng	seed	ʦɤ₃₃	ts ɤ ³³	103	a	204	15 947 1161	714	sout2730
679	Jinxing	seed	ʦɤ̃₃₃	ts ɤ̃ ³³	103	a	204	15 948 1161	714	cent2004
680	Tuolo	seed	t͡ʂɤŋ₃₃	ʈʂ ɤ ŋ ³³	103	a	204	699 947 801 1161	714	nort2724
681	Enqi	seed	ʨo₂₂	tɕ o ²²	103	a	204	200 887 1150	714	nort2724
682	Ega	seed	ʨu₂₂	tɕ u ²²	103	a	204	200 868 1150	714	nort2724
975	Gongxing	short	ʦʰwa₂₄	tsʰ w a ²⁴	208	a	304	13 462 997 1156	1645	nort2724
976	Jinman	short	ʨʰi₅₅	tɕʰ i ⁵⁵	208	a	304	199 1076 1189	1645	nort2724
977	Mazhelong	short	ʦʰǝɯ₅₅	tsʰ əu ⁵⁵	208	a	304	13 1036 1189	1645	sout2730
978	Dashi	short	ʦʰɯ₅₅	tsʰ ɯ ⁵⁵	208	a	304	13 944 1189	1645	cent2004
979	Zhoucheng	short	ʦʰɯ₅₅	tsʰ ɯ ⁵⁵	208	a	304	13 944 1189	1645	sout2730
980	Jinxing	short	ʦʰɯ₅₅	tsʰ ɯ ⁵⁵	208	a	304	13 944 1189	1645	cent2004
981	Tuolo	short	ʦʰɤ₄₂	tsʰ ɤ ⁴²	208	a	304	13 947 1175	1645	nort2724
982	Enqi	short	ʦʰo₅₅	tsʰ o ⁵⁵	208	a	304	13 887 1189	1645	nort2724
983	Ega	short	ʨʰi₅₅	tɕʰ i ⁵⁵	208	a	304	199 1076 1189	1645	nort2724
683	Gongxing	sit	kwa₄₂	k w a ⁴²	104	a	205	838 462 997 1175	1416	nort2724
684	Jinman	sit	kɤ₄₂	k ɤ ⁴²	104	a	205	838 947 1175	1416	nort2724
685	Mazhelong	sit	kɤ₄₂	k ɤ ⁴²	104	a	205	838 947 1175	1416	sout2730
686	Dashi	sit	ko₄₂	k o ⁴²	104	a	205	838 887 1175	1416	cent2004
687	Zhoucheng	sit	kɤ₄₂	k ɤ ⁴²	104	a	205	838 947 1175	1416	sout2730
688	Jinxing	sit	kɤ₄₂	k ɤ ⁴²	104	a	205	838 947 1175	1416	cent2004
689	Tuolo	sit	kɤ₂₁	k ɤ ²¹	104	a	205	838 947 1152	1416	nort2724
690	Enqi	sit	ku₄₃	k u ⁴³	104	a	205	838 868 1176	1416	nort2724
691	Ega	sit	kɤ₄₂	k ɤ ⁴²	104	a	205	838 947 1175	1416	nort2724
692	Gongxing	skin	bi₁₂	b i ¹²	105	a	206	257 1076 1167	763	nort2724
693	Jinman	skin	ʨyj₂₁	tɕ y j ²¹	105	a	206	200 1047 570 1152	763	nort2724
694	Mazhelong	skin	pe₂₁	p e ²¹	105	a	206	291 1089 1152	763	sout2730
695	Dashi	skin	pe₂₁	p e ²¹	105	a	206	291 1089 1152	763	cent2004
696	Zhoucheng	skin	pe₂₁	p e ²¹	105	a	206	291 1089 1152	763	sout2730
697	Jinxing	skin	pe₂₁	p e ²¹	105	a	206	291 1089 1152	763	cent2004
698	Tuolo	skin	bi₃₅	b i ³⁵	105	a	206	257 1076 1165	763	nort2724
699	Enqi	skin	pi₂₁	p i ²¹	105	a	206	291 1076 1152	763	nort2724
700	Ega	skin	ʨyj₂₁qa₅₅	tɕ y j ²¹ + q a ⁵⁵	106	ab	206 207	200 1047 570 1152 757 997 1189	763	nort2724
701	Gongxing	sleep	nɛ₁₂	n ɛ ¹²	107	b	208	107 1121 1167	1585	nort2724
702	Jinman	sleep	wɤ̃₄₂ti₄₂	w ɤ̃ ⁴² + t i ⁴²	108	bc	208 209	462 948 1175 120 1076 1175	1585	nort2724
703	Mazhelong	sleep	mi₅₅	m i ⁵⁵	111	d	210	241 1076 1189	1585	sout2730
704	Dashi	sleep	t͡ʂʰɚ̃₃₃	ʈʂʰ ə̃˞ ³³	112	a	211	697 1024 1161	1585	cent2004
705	Zhoucheng	sleep	ʦʰɛ₃₃	tsʰ ɛ ³³	112	a	211	13 1121 1161	1585	sout2730
706	Jinxing	sleep	ʦʰan₃₃	tsʰ a n ³³	112	a	211	13 997 107 1161	1585	cent2004
707	Tuolo	sleep	ʐa₄₂ma₄₂	ʐ a ⁴² + m a ⁴²	113	ed	212 210	706 997 1175 241 997 1175	1585	nort2724
708	Enqi	sleep	ʦʰi₂₂	tsʰ i ²²	112	a	211	13 1076 1150	1585	nort2724
709	Ega	sleep	ŋu₄₂ti₄₂	ŋ u ⁴² + t i ⁴²	108	bc	208 209	801 868 1175 120 1076 1175	1585	nort2724
710	Gongxing	small	sɛ₄₂	s ɛ ⁴²	114	a	213	89 1121 1175	1246	nort2724
711	Jinman	small	sẽ₄₂	s ẽ ⁴²	114	a	213	89 1090 1175	1246	nort2724
712	Mazhelong	small	sɛ₂₁	s ɛ ²¹	114	a	213	89 1121 1152	1246	sout2730
713	Dashi	small	sʰe₂₁	sʰ e ²¹	114	a	213	71 1089 1152	1246	cent2004
714	Zhoucheng	small	se₃₁	s e ³¹	114	a	213	89 1089 1162	1246	sout2730
715	Jinxing	small	se₃₁	s e ³¹	114	a	213	89 1089 1162	1246	cent2004
716	Tuolo	small	se₂₁	s e ²¹	114	a	213	89 1089 1152	1246	nort2724
717	Enqi	small	sɛ₄₃	s ɛ ⁴³	114	a	213	89 1121 1176	1246	nort2724
718	Ega	small	sɛ₄₂	s ɛ ⁴²	114	a	213	89 1121 1175	1246	nort2724
719	Gongxing	smoke	xwi₂₂ɕi₅₅	x w i ²² + ɕ i ⁵⁵	115	ab	214 215	778 462 1076 1150 204 1076 1189	778	nort2724
720	Jinman	smoke	fi₂₂se₅₅	f i ²² + s e ⁵⁵	115	ab	214 215	452 1076 1150 89 1089 1189	778	nort2724
721	Mazhelong	smoke	fi₃₃ɕen₅₅	f i ³³ + ɕ e n ⁵⁵	115	ab	214 215	452 1076 1161 204 1089 107 1189	778	sout2730
722	Dashi	smoke	xwi₃₃ɕen₃₅	x w i ³³ + ɕ e n ³⁵	115	ab	214 215	778 462 1076 1161 204 1089 107 1165	778	cent2004
723	Zhoucheng	smoke	xwi₃₃ɕe₅₅	x w i ³³ + ɕ e ⁵⁵	115	ab	214 215	778 462 1076 1161 204 1089 1189	778	sout2730
724	Jinxing	smoke	xwi₃₃ɕen₅₅	x w i ³³ + ɕ e n ⁵⁵	115	ab	214 215	778 462 1076 1161 204 1089 107 1189	778	cent2004
725	Tuolo	smoke	xwe₃₃ɕen₅₅	x w e ³³ + ɕ e n ⁵⁵	115	ab	214 215	778 462 1089 1161 204 1089 107 1189	778	nort2724
726	Enqi	smoke	xwi₂₂si₂₄	x w i ²² + s i ²⁴	115	ab	214 215	778 462 1076 1150 89 1076 1156	778	nort2724
727	Ega	smoke	fi₂₂sɛ₅₅	f i ²² + s ɛ ⁵⁵	115	ab	214 215	452 1076 1150 89 1121 1189	778	nort2724
984	Gongxing	snake	t͡ʂʰi₂₂	ʈʂʰ i ²²	209	a	305	697 1076 1150	730	nort2724
985	Jinman	snake	ʨʰɚ̃₂₂	tɕʰ ə̃˞ ²²	209	a	305	199 1024 1150	730	nort2724
986	Mazhelong	snake	ʨʰiw₃₃	tɕʰ i w ³³	209	a	305	199 1076 462 1161	730	sout2730
987	Dashi	snake	kʰo₃₃	kʰ o ³³	209	a	305	820 887 1161	730	cent2004
988	Zhoucheng	snake	kʰɤ₃₃	kʰ ɤ ³³	209	a	305	820 947 1161	730	sout2730
989	Jinxing	snake	kʰɤ₃₃	kʰ ɤ ³³	209	a	305	820 947 1161	730	cent2004
990	Tuolo	snake	t͡ʂʰɚ̃₃₃	ʈʂʰ ə̃˞ ³³	209	a	305	697 1024 1161	730	nort2724
991	Enqi	snake	ʦʰɿ₂₂	tsʰ ɿ ²²	209	a	305	13 945 1150	730	nort2724
992	Ega	snake	ʦʰɛ₂₂	tsʰ ɛ ²²	209	a	305	13 1121 1150	730	nort2724
728	Gongxing	stand	ji₂₁	j i ²¹	116	b	216	570 1076 1152	1442	nort2724
729	Jinman	stand	djõ₂₂	d j õ ²²	118	a	217	145 570 883 1150	1442	nort2724
730	Mazhelong	stand	zi₄₂	z i ⁴²	119	d	218	80 1076 1175	1442	sout2730
731	Dashi	stand	t͡ʂɯ₂₁	ʈʂ ɯ ²¹	118	a	217	699 944 1152	1442	cent2004
732	Zhoucheng	stand	ʦɯ₃₁	ts ɯ ³¹	118	a	217	15 944 1162	1442	sout2730
733	Jinxing	stand	ʦɯ₃₁	ts ɯ ³¹	118	a	217	15 944 1162	1442	cent2004
734	Tuolo	stand	ji₄₂kʰɯ₃₃	j i ⁴² + kʰ ɯ ³³	117	bc	216 219	570 1076 1175 820 944 1161	1442	nort2724
735	Enqi	stand	djɯ₄₃	d j ɯ ⁴³	118	a	217	145 570 944 1176	1442	nort2724
736	Ega	stand	ji₄₂	j i ⁴²	116	b	216	570 1076 1175	1442	nort2724
737	Ega	stand	ʥõ₂₂	dʑ õ ²²	118	a	217	197 883 1150	1442	nort2724
738	Gongxing	star	san₅₅	s a n ⁵⁵	120	a	220	89 997 107 1189	1430	nort2724
739	Jinman	star	ɕã₅₅	ɕ ã ⁵⁵	120	a	220	204 1014 1189	1430	nort2724
740	Mazhelong	star	ɕɚ̃₅₅	ɕ ə̃˞ ⁵⁵	120	a	220	204 1024 1189	1430	sout2730
741	Dashi	star	ɕɚ̃₅₅	ɕ ə̃˞ ⁵⁵	120	a	220	204 1024 1189	1430	cent2004
742	Zhoucheng	star	ɕɛ₅₅	ɕ ɛ ⁵⁵	120	a	220	204 1121 1189	1430	sout2730
743	Jinxing	star	ɕan₅₅	ɕ a n ⁵⁵	120	a	220	204 997 107 1189	1430	cent2004
744	Tuolo	star	ɕaŋ₅₅	ɕ a ŋ ⁵⁵	120	a	220	204 997 801 1189	1430	nort2724
745	Enqi	star	ɕæ₂₄	ɕ æ ²⁴	120	a	220	204 1087 1156	1430	nort2724
746	Ega	star	ɕa₅₅	ɕ a ⁵⁵	120	a	220	204 997 1189	1430	nort2724
747	Gongxing	stone	ʣu₂₁qʰwɛ₅₅	dz u ²¹ + qʰ w ɛ ⁵⁵	122	ab	221 222	20 868 1152 759 462 1121 1189	857	nort2724
748	Jinman	stone	ʈo₂₁	ʈ o ²¹	121	a	221	717 887 1152	857	nort2724
749	Mazhelong	stone	ʦʰɤ₄₂	tsʰ ɤ ⁴²	121	a	221	13 947 1175	857	sout2730
750	Dashi	stone	t͡ʂow₄₂	ʈʂ o w ⁴²	121	a	221	699 887 462 1175	857	cent2004
751	Zhoucheng	stone	ʦow₄₂	ts o w ⁴²	121	a	221	15 887 462 1175	857	sout2730
752	Jinxing	stone	ʦow₄₂	ts o w ⁴²	121	a	221	15 887 462 1175	857	cent2004
753	Tuolo	stone	diw₄₂	d i w ⁴²	121	a	221	145 1076 462 1175	857	nort2724
754	Enqi	stone	tiw₂₁	t i w ²¹	121	a	221	120 1076 462 1152	857	nort2724
755	Ega	stone	ʨiw₄₂	tɕ i w ⁴²	121	a	221	200 1076 462 1175	857	nort2724
756	Jinman	stone	da₄₂ŋã₂₁	d a ⁴² + ŋ ã ²¹	123	cd	223 224	145 997 1175 801 1014 1152	857	nort2724
757	Gongxing	sun	ɲi₂₄	ɲ i ²⁴	124	a	225	595 1076 1156	1343	nort2724
758	Jinman	sun	ɲi₅₅	ɲ i ⁵⁵	124	a	225	595 1076 1189	1343	nort2724
759	Mazhelong	sun	ɲɛ₄₄	ɲ ɛ ⁴⁴	124	a	225	595 1121 1178	1343	sout2730
760	Dashi	sun	jen₄₄	j e n ⁴⁴	124	a	225	570 1089 107 1178	1343	cent2004
761	Zhoucheng	sun	mi₄₄	m i ⁴⁴	124	a	225	241 1076 1178	1343	sout2730
762	Jinxing	sun	jjen₄₄	jː e n ⁴⁴	124	a	225	578 1089 107 1178	1343	cent2004
763	Tuolo	sun	jjen₄₂	jː e n ⁴²	124	a	225	578 1089 107 1175	1343	nort2724
764	Enqi	sun	ɲi₅₅	ɲ i ⁵⁵	124	a	225	595 1076 1189	1343	nort2724
765	Ega	sun	ɲi₄₄	ɲ i ⁴⁴	124	a	225	595 1076 1178	1343	nort2724
766	Gongxing	swim	ɕi₂₂qoŋ₅₅	ɕ i ²² + q o ŋ ⁵⁵	125	ac	226 227	204 1076 1150 757 887 801 1189	1439	nort2724
767	Jinman	swim	ɕyj₂₂lu₂₁	ɕ y j ²² + l u ²¹	128	ce	227 228	204 1047 570 1150 554 868 1152	1439	nort2724
768	Mazhelong	swim	ʦʰɛ₃₁ɕu₃₃si₅₅	tsʰ ɛ ³¹ + ɕ u ³³ + s i ⁵⁵	130	fca	229 227 226	13 1121 1162 204 868 1161 89 1076 1189	1439	sout2730
769	Dashi	swim	se₃₃pe₂₁	s e ³³ + p e ²¹	126	ab	226 230	89 1089 1161 291 1089 1152	1439	cent2004
770	Zhoucheng	swim	se₃₃ʦʰi₅₅kʰow₅₅	s e ³³ + tsʰ i ⁵⁵ + kʰ o w ⁵⁵	127	ahd	226 231 232	89 1089 1161 13 1076 1189 820 887 462 1189	1439	sout2730
771	Jinxing	swim	se₃₃pe₂₁	s e ³³ + p e ²¹	126	ab	226 230	89 1089 1161 291 1089 1152	1439	cent2004
772	Tuolo	swim	fɤ₃₅ɕyj₃₃	f ɤ ³⁵ + ɕ y j ³³	132	gc	233 227	452 947 1165 204 1047 570 1161	1439	nort2724
773	Enqi	swim	sɛ₂₄ɕyj₂₂	s ɛ ²⁴ + ɕ y j ²²	125	ac	226 227	89 1121 1156 204 1047 570 1150	1439	nort2724
774	Ega	swim	ɕyj₂₂qu₅₅	ɕ y j ²² + q u ⁵⁵	129	cd	227 232	204 1047 570 1150 757 868 1189	1439	nort2724
775	Gongxing	tail	mu₂₂qwa₂₄	m u ²² + q w a ²⁴	133	cd	234 235	241 868 1150 757 462 997 1156	1220	nort2724
776	Jinman	tail	mo₂₂qwa₄₄	m o ²² + q w a ⁴⁴	133	cd	234 235	241 887 1150 757 462 997 1178	1220	nort2724
777	Mazhelong	tail	mi₃₃	m i ³³	134	e	236	241 1076 1161	1220	sout2730
778	Dashi	tail	wɤ₃₃to₅₅	w ɤ ³³ + t o ⁵⁵	136	ab	237 238	462 947 1161 120 887 1189	1220	cent2004
779	Zhoucheng	tail	mi₄₂tu₃₅	m i ⁴² + t u ³⁵	135	eb	236 238	241 1076 1175 120 868 1165	1220	sout2730
780	Jinxing	tail	ɤ̃₃₃tɤ̃₅₅	ɤ̃ ³³ + t ɤ̃ ⁵⁵	136	ab	237 238	948 1161 120 948 1189	1220	cent2004
781	Tuolo	tail	mɔ₄₂qɔ₄₂	m ɔ ⁴² + q ɔ ⁴²	133	cd	234 235	241 916 1175 757 916 1175	1220	nort2724
782	Enqi	tail	mæ₂₂qwa₅₅	m æ ²² + q w a ⁵⁵	133	cd	234 235	241 1087 1150 757 462 997 1189	1220	nort2724
783	Ega	tail	mu₂₂qwa₄₄	m u ²² + q w a ⁴⁴	133	cd	234 235	241 868 1150 757 462 997 1178	1220	nort2724
784	Gongxing	that	twa₅₅ɣǝ₂₁	t w a ⁵⁵ + ɣ ə ²¹	137	ij	239 240	120 462 997 1189 780 1022 1152	78	nort2724
785	Jinman	that	tõ₅₅	t õ ⁵⁵	138	j	240	120 883 1189	78	nort2724
786	Mazhelong	that	pu₃₃ʦoŋ₂₁	p u ³³ + ts o ŋ ²¹	140	fg	241 242	291 868 1161 15 887 801 1152	78	sout2730
787	Dashi	that	na₅₅	n a ⁵⁵	141	a	243	107 997 1189	78	cent2004
788	Zhoucheng	that	na₅₅wi₃₃	n a ⁵⁵ + w i ³³	142	ah	243 244	107 997 1189 462 1076 1161	78	sout2730
789	Jinxing	that	no₅₅	n o ⁵⁵	141	a	243	107 887 1189	78	cent2004
790	Tuolo	that	bo₂₁	b o ²¹	139	f	241	257 887 1152	78	nort2724
791	Enqi	that	vɯ₄₃	v ɯ ⁴³	143	d	245	451 944 1176	78	nort2724
792	Ega	that	a₅₅po₂₁	a ⁵⁵ + p o ²¹	144	bc	246 247	997 1189 291 887 1152	78	nort2724
793	Jinxing	that	lo₅₅	l o ⁵⁵	145	e	248	554 887 1189	78	cent2004
993	Gongxing	thin	bwa₂₁	b w a ²¹	210	a	306	257 462 997 1152	1400	nort2724
994	Jinman	thin	po₄₂	p o ⁴²	210	a	306	291 887 1175	1400	nort2724
995	Mazhelong	thin	pʰo₄₂	pʰ o ⁴²	210	a	306	264 887 1175	1400	sout2730
996	Dashi	thin	pow₄₂	p o w ⁴²	210	a	306	291 887 462 1175	1400	cent2004
997	Zhoucheng	thin	pow₄₂	p o w ⁴²	210	a	306	291 887 462 1175	1400	sout2730
998	Jinxing	thin	pow₄₂	p o w ⁴²	210	a	306	291 887 462 1175	1400	cent2004
999	Tuolo	thin	bɯ₄₂	b ɯ ⁴²	210	a	306	257 944 1175	1400	nort2724
1000	Enqi	thin	pɯ₂₁	p ɯ ²¹	210	a	306	291 944 1152	1400	nort2724
1001	Ega	thin	pu₄₂	p u ⁴²	210	a	306	291 868 1175	1400	nort2724
794	Gongxing	this	ɣǝ₂₁	ɣ ə ²¹	146	d	249	780 1022 1152	1214	nort2724
795	Jinman	this	nõ₅₅	n õ ⁵⁵	148	c	250	107 883 1189	1214	nort2724
796	Mazhelong	this	ne₃₃ʦoŋ₂₁	n e ³³ + ts o ŋ ²¹	149	cf	250 251	107 1089 1161 15 887 801 1152	1214	sout2730
797	Dashi	this	a₅₅ta₃₃	a ⁵⁵ + t a ³³	151	ab	252 253	997 1189 120 997 1161	1214	cent2004
798	Zhoucheng	this	te₃₃le₃₁	t e ³³ + l e ³¹	153	be	253 254	120 1089 1161 554 1089 1162	1214	sout2730
799	Jinxing	this	lɯ₃₁	l ɯ ³¹	154	e	254	554 944 1162	1214	cent2004
800	Tuolo	this	djɯ₂₁	d j ɯ ²¹	152	b	253	145 570 944 1152	1214	nort2724
801	Enqi	this	nɯ₅₅	n ɯ ⁵⁵	148	c	250	107 944 1189	1214	nort2724
802	Ega	this	a₅₅na₂₄	a ⁵⁵ + n a ²⁴	150	ac	252 250	997 1189 107 997 1156	1214	nort2724
803	Mazhelong	this	lɛ₄₂	l ɛ ⁴²	154	e	254	554 1121 1175	1214	sout2730
804	Gongxing	thou	na₄₂	n a ⁴²	155	a	255	107 997 1175	1215	nort2724
805	Jinman	thou	no₄₂	n o ⁴²	155	a	255	107 887 1175	1215	nort2724
806	Mazhelong	thou	nen₄₂	n e n ⁴²	155	a	255	107 1089 107 1175	1215	sout2730
807	Dashi	thou	nõ₃₁	n õ ³¹	155	a	255	107 883 1162	1215	cent2004
808	Zhoucheng	thou	no₃₁	n o ³¹	155	a	255	107 887 1162	1215	sout2730
809	Jinxing	thou	now₃₁	n o w ³¹	155	a	255	107 887 462 1162	1215	cent2004
810	Tuolo	thou	nɔ₂₁	n ɔ ²¹	155	a	255	107 916 1152	1215	nort2724
811	Enqi	thou	no₄₃	n o ⁴³	155	a	255	107 887 1176	1215	nort2724
812	Ega	thou	no₄₂	n o ⁴²	155	a	255	107 887 1175	1215	nort2724
813	Gongxing	tongue	djɛ₂₁	d j ɛ ²¹	156	a	256	145 570 1121 1152	1205	nort2724
814	Jinman	tongue	ʈɚ₄₂	ʈ ə˞ ⁴²	156	a	256	717 1026 1175	1205	nort2724
815	Mazhelong	tongue	ʦʰɛ₄₂	tsʰ ɛ ⁴²	156	a	256	13 1121 1175	1205	sout2730
816	Dashi	tongue	t͡ʂe₄₂	ʈʂ e ⁴²	156	a	256	699 1089 1175	1205	cent2004
817	Zhoucheng	tongue	ʦe₄₂	ts e ⁴²	156	a	256	15 1089 1175	1205	sout2730
818	Jinxing	tongue	ʦe₄₂	ts e ⁴²	156	a	256	15 1089 1175	1205	cent2004
819	Tuolo	tongue	de₄₂	d e ⁴²	156	a	256	145 1089 1175	1205	nort2724
820	Enqi	tongue	tjɛ₂₁	t j ɛ ²¹	156	a	256	120 570 1121 1152	1205	nort2724
821	Ega	tongue	ti₂₁pʰɛ₄₂	t i ²¹ + pʰ ɛ ⁴²	157	ab	256 257	120 1076 1152 264 1121 1175	1205	nort2724
822	Gongxing	tooth	xu₅₅ja₂₁	x u ⁵⁵ + j a ²¹	158	ed	258 259	778 868 1189 570 997 1152	1380	nort2724
823	Jinman	tooth	ʨu₂₂pa₄₄	tɕ u ²² + p a ⁴⁴	161	ab	260 261	200 868 1150 291 997 1178	1380	nort2724
824	Mazhelong	tooth	ʦi₃₃pɑ₄₄	ts i ³³ + p ɑ ⁴⁴	161	ab	260 261	15 1076 1161 291 952 1178	1380	sout2730
825	Dashi	tooth	t͡ʂʰi₄₄pa₄₄	ʈʂʰ i ⁴⁴ + p a ⁴⁴	161	ab	260 261	697 1076 1178 291 997 1178	1380	cent2004
826	Zhoucheng	tooth	ʦi₃₃pa₄₄	ts i ³³ + p a ⁴⁴	161	ab	260 261	15 1076 1161 291 997 1178	1380	sout2730
827	Jinxing	tooth	ʦɤ₄₄pɑ₄₄	ts ɤ ⁴⁴ + p ɑ ⁴⁴	161	ab	260 261	15 947 1178 291 952 1178	1380	cent2004
828	Tuolo	tooth	jaŋ₃₅	j a ŋ ³⁵	159	d	259	570 997 801 1165	1380	nort2724
829	Enqi	tooth	qʰwa₂₂ɲa₂₁	qʰ w a ²² + ɲ a ²¹	163	cd	262 259	759 462 997 1150 595 997 1152	1380	nort2724
830	Ega	tooth	ʨu₂₂pa₄₄qwa₄₄	tɕ u ²² + p a ⁴⁴ + q w a ⁴⁴	162	abc	260 261 262	200 868 1150 291 997 1178 757 462 997 1178	1380	nort2724
831	Gongxing	tooth	t͡ʂi₂₁pa₂₄	ʈʂ i ²¹ + p a ²⁴	161	ab	260 261	699 1076 1152 291 997 1156	1380	nort2724
832	Tuolo	tooth	ʨu₄₂po₄₂	tɕ u ⁴² + p o ⁴²	161	ab	260 261	200 868 1175 291 887 1175	1380	nort2724
833	Enqi	tooth	ʨu₂₂pa₅₅	tɕ u ²² + p a ⁵⁵	161	ab	260 261	200 868 1150 291 997 1189	1380	nort2724
834	Gongxing	tree	d͡ʐi₄₂	ɖʐ i ⁴²	164	a	263	698 1076 1175	906	nort2724
835	Jinman	tree	ɖɯ₄₂	ɖ ɯ ⁴²	164	a	263	721 944 1175	906	nort2724
836	Mazhelong	tree	ʣǝɯ₂₁	dz əu ²¹	164	a	263	20 1036 1152	906	sout2730
837	Dashi	tree	t͡ʂɯ₂₁	ʈʂ ɯ ²¹	164	a	263	699 944 1152	906	cent2004
838	Zhoucheng	tree	ʦɯ₃₁	ts ɯ ³¹	164	a	263	15 944 1162	906	sout2730
839	Jinxing	tree	ʦɯ₃₁	ts ɯ ³¹	164	a	263	15 944 1162	906	cent2004
840	Tuolo	tree	djɯ₂₁	d j ɯ ²¹	164	a	263	145 570 944 1152	906	nort2724
841	Enqi	tree	djɯ₄₃	d j ɯ ⁴³	164	a	263	145 570 944 1176	906	nort2724
842	Ega	tree	ʥi₄₂	dʑ i ⁴²	164	a	263	197 1076 1175	906	nort2724
843	Gongxing	two	koŋ₃₃	k o ŋ ³³	165	a	264	838 887 801 1161	1498	nort2724
844	Jinman	two	koŋ₃₃	k o ŋ ³³	165	a	264	838 887 801 1161	1498	nort2724
845	Mazhelong	two	koŋ₃₃	k o ŋ ³³	165	a	264	838 887 801 1161	1498	sout2730
846	Dashi	two	koŋ₃₃	k o ŋ ³³	165	a	264	838 887 801 1161	1498	cent2004
847	Zhoucheng	two	kow₃₃	k o w ³³	165	a	264	838 887 462 1161	1498	sout2730
848	Jinxing	two	kõ₃₃	k õ ³³	165	a	264	838 883 1161	1498	cent2004
849	Tuolo	two	koŋ₃₃	k o ŋ ³³	165	a	264	838 887 801 1161	1498	nort2724
850	Enqi	two	ku₂₂	k u ²²	165	a	264	838 868 1150	1498	nort2724
851	Ega	two	kɤ₃₃	k ɤ ³³	165	a	264	838 947 1161	1498	nort2724
852	Gongxing	walk(go)	ʁan₁₂	ʁ a n ¹²	166	c	265	739 997 107 1167	1443	nort2724
853	Jinman	walk(go)	ja₅₅	j a ⁵⁵	167	d	266	570 997 1189	1443	nort2724
854	Mazhelong	walk(go)	ɣaŋ₂₁	ɣ a ŋ ²¹	166	c	265	780 997 801 1152	1443	sout2730
855	Dashi	walk(go)	pe₄₄	p e ⁴⁴	168	a	267	291 1089 1178	1443	cent2004
856	Zhoucheng	walk(go)	pe₄₄	p e ⁴⁴	168	a	267	291 1089 1178	1443	sout2730
857	Jinxing	walk(go)	pe₄₄	p e ⁴⁴	168	a	267	291 1089 1178	1443	cent2004
858	Tuolo	walk(go)	jɔ₄₂	j ɔ ⁴²	167	d	266	570 916 1175	1443	nort2724
859	Enqi	walk(go)	ɴa₂₁	ɴ a ²¹	169	b	268	751 997 1152	1443	nort2724
860	Ega	walk(go)	ŋa₂₁	ŋ a ²¹	169	b	268	801 997 1152	1443	nort2724
861	Tuolo	walk(go)	ŋa₃₅	ŋ a ³⁵	169	b	268	801 997 1165	1443	nort2724
862	Gongxing	warm	ɲi₂₄	ɲ i ²⁴	170	a	269	595 1076 1156	1232	nort2724
863	Jinman	warm	ɲi₄₄	ɲ i ⁴⁴	170	a	269	595 1076 1178	1232	nort2724
864	Mazhelong	warm	ɲɛ₄₄	ɲ ɛ ⁴⁴	170	a	269	595 1121 1178	1232	sout2730
865	Dashi	warm	jen₄₄	j e n ⁴⁴	170	a	269	570 1089 107 1178	1232	cent2004
866	Zhoucheng	warm	ɲe₄₄	ɲ e ⁴⁴	170	a	269	595 1089 1178	1232	sout2730
867	Jinxing	warm	jẽ₄₄	j ẽ ⁴⁴	170	a	269	570 1090 1178	1232	cent2004
868	Tuolo	warm	jen₄₂	j e n ⁴²	170	a	269	570 1089 107 1175	1232	nort2724
869	Enqi	warm	ɲi₅₅	ɲ i ⁵⁵	170	a	269	595 1076 1189	1232	nort2724
870	Ega	warm	ɲi₄₄	ɲ i ⁴⁴	170	a	269	595 1076 1178	1232	nort2724
871	Gongxing	water	ɕy₂₂	ɕ y ²²	172	a	270	204 1047 1150	948	nort2724
872	Jinman	water	ɕyj₂₂	ɕ y j ²²	172	a	270	204 1047 570 1150	948	nort2724
873	Mazhelong	water	ɕyj₃₃	ɕ y j ³³	172	a	270	204 1047 570 1161	948	sout2730
874	Dashi	water	ɕuj₃₃	ɕ u j ³³	172	a	270	204 868 570 1161	948	cent2004
