# Wordlist

# DATA
ID	DOCULECT	CONCEPT	GLOSSID	IPA	TOKENS	COGID	ALIGNMENT	STRUCTURE	PATTERNS
435	Norwegian	new	59	nyː	n yː	94	n - yː -	c c	238-12/n 74-1/- 125-2/yˀ 87-2/- 0/n 0/n 0/n 0/n
#
436	German	night	60	naxt	n a x t	95	n a x t	c c c c	238-12/n 218-1/a 69-1/- 54-1/d 0/n 0/n 0/n
437	English	night	60	naɪt	n aɪ t	95	n aɪ - t	c c c	238-12/n 218-1/a 69-1/- 54-1/d 0/n 0/n 0/n 0/n
438	Danish	night	60	nad	n a d	95	n a - d	c c c	238-12/n 218-1/a 69-1/- 54-1/d 0/n 0/n 0/n
439	Swedish	night	60	natː	n a tː	95	n a - tː	c c c	238-12/n 218-1/a 69-1/- 54-1/d 0/n 0/n 0/n 0/n
440	Icelandic	night	60	nouʰt	n ouʰ t	95	n ouʰ - t	c c c	238-12/n 218-1/a 69-1/- 54-1/d 0/n 0/n 0/n 0/n 0/n
441	Dutch	night	60	nɑxt	n ɑ x t	95	n ɑ x t	c c c c	238-12/n 218-1/a 69-1/- 54-1/d 0/n 0/n 0/n
442	Norwegian	night	60	nɑt	n ɑ t	95	n ɑ - t	c c c	238-12/n 218-1/a 69-1/- 54-1/d 0/n 0/n 0/n
#
443	German	nose	61	naːzə	n aː z ə	97	n aː z ə	c c c c	238-12/n 26-1/ɛː 23-1/s 6-11/ə 0/n 0/n 0/n 0/n
444	English	nose	61	nəʊz	n əʊ z	97	n əʊ z -	c c c	238-12/n 26-1/ɛː 23-1/s 6-11/ə 0/n 0/n 0/n 0/n
445	Danish	nose	61	nɛːsə	n ɛː s ə	97	n ɛː s ə	c c c c	238-12/n 26-1/ɛː 23-1/s 6-11/ə 0/n 0/n 0/n 0/n
446	Swedish	nose	61	nɛːsa	n ɛː s a	97	n ɛː s a	c c c c	238-12/n 26-1/ɛː 23-1/s 6-11/ə 0/n 0/n 0/n 0/n
447	Icelandic	nose	61	nɛːv	n ɛː v	96	n ɛː v	c c c	0/n 0/n 0/n 0/n 0/n 0/n
448	Dutch	nose	61	nœːs	n œː s	97	n œː s -	c c c	238-12/n 26-1/ɛː 23-1/s 6-11/ə 0/n 0/n 0/n 0/n
449	Norwegian	nose	61	neːsə	n eː s ə	97	n eː s ə	c c c c	238-12/n 26-1/ɛː 23-1/s 6-11/ə 0/n 0/n 0/n 0/n
#
450	German	not	62	nɪxt	n ɪ x t	98	n ɪ x t	c c c c	238-12/n 301-1/Ø 152-1/Ø 171-6/d 0/n 0/n 0/n
451	English	not	62	nɔt	n ɔ t	98	n ɔ - t	c c c	238-12/n 301-1/Ø 152-1/Ø 171-6/d 0/n 0/n 0/n
452	Danish	not	62	egə	e g ə	99	e g ə	c c c	295-1/e 65-1/g 234-5/ə 0/n 0/n
453	Swedish	not	62	ikːe	i kː e	99	i kː e	c c c	295-1/e 65-1/g 234-5/ə 0/n 0/n 0/n
454	Icelandic	not	62	ɛʰcɪ	ɛʰ c ɪ	99	ɛʰ c ɪ	c c c	295-1/e 65-1/g 234-5/ə 0/n 0/n 0/n
455	Dutch	not	62	niːt	n iː t	98	n iː - t	c c c	238-12/n 301-1/Ø 152-1/Ø 171-6/d 0/n 0/n 0/n 0/n
456	Norwegian	not	62	ikə	i k ə	99	i k ə	c c c	295-1/e 65-1/g 234-5/ə 0/n 0/n
#
457	German	one	63	ain	ai n	100	- ai n	c c	151-1/- 277-1/eˀ 46-1/n 0/n 0/n 0/n
458	English	one	63	ʋʌn	ʋ ʌ n	100	ʋ ʌ n	c c c	151-1/- 277-1/eˀ 46-1/n 0/n 0/n
459	Danish	one	63	eˀn	eˀ n	100	- eˀ n	c c	151-1/- 277-1/eˀ 46-1/n 0/n 0/n 0/n
460	Swedish	one	63	en	e n	100	- e n	c c	151-1/- 277-1/eˀ 46-1/n 0/n 0/n
461	Icelandic	one	63	eit͡n	ei t͡n	100	- ei t͡n	c c	151-1/- 277-1/eˀ 46-1/n 0/n 0/n 0/n 0/n 0/n
462	Dutch	one	63	eːn	eː n	100	- eː n	c c	151-1/- 277-1/eˀ 46-1/n 0/n 0/n 0/n
463	Norwegian	one	63	eːn	eː n	100	- eː n	c c	151-1/- 277-1/eˀ 46-1/n 0/n 0/n 0/n
#
464	German	person	64	mɛnʃ	m ɛ n ʃ	101	m ɛ n - ʃ - -	c c c c	157-14/m 129-1/ɛ 216-1/n 8-1/ə 39-1/s 25-1/g 88-1/ə 0/n 0/n 0/n 0/n 0/n 0/n
465	English	person	64	mæn	m æ n	101	m æ n - - - -	c c c	157-14/m 129-1/ɛ 216-1/n 8-1/ə 39-1/s 25-1/g 88-1/ə 0/n 0/n 0/n 0/n 0/n 0/n
466	Danish	person	64	mɛnəsgə	m ɛ n ə s g ə	101	m ɛ n ə s g ə	c c c c c c c	157-14/m 129-1/ɛ 216-1/n 8-1/ə 39-1/s 25-1/g 88-1/ə 0/n 0/n 0/n 0/n 0/n 0/n
467	Swedish	person	64	mɛniʃa	m ɛ n i ʃ a	101	m ɛ n i ʃ - a	c c c c c c	157-14/m 129-1/ɛ 216-1/n 8-1/ə 39-1/s 25-1/g 88-1/ə 0/n 0/n 0/n 0/n 0/n 0/n
468	Icelandic	person	64	maːðʏr	m aː ð ʏ r	101	m aː ð ʏ - r -	c c c c c	157-14/m 129-1/ɛ 216-1/n 8-1/ə 39-1/s 25-1/g 88-1/ə 0/n 0/n 0/n 0/n 0/n 0/n 0/n
469	Dutch	person	64	mɛns	m ɛ n s	101	m ɛ n - s - -	c c c c	157-14/m 129-1/ɛ 216-1/n 8-1/ə 39-1/s 25-1/g 88-1/ə 0/n 0/n 0/n 0/n 0/n 0/n
470	Norwegian	person	64	menəskə	m e n ə s k ə	101	m e n ə s k ə	c c c c c c c	157-14/m 129-1/ɛ 216-1/n 8-1/ə 39-1/s 25-1/g 88-1/ə 0/n 0/n 0/n 0/n 0/n 0/n
#
471	German	rain (V)	65	reːɡən	r eː ɡ ə n	102	r eː ɡ ə n -	c c c c c	95-23/ʁ 274-1/ɑ 263-1/jˀ 284-2/- 7-1/n 86-2/- 0/n 0/n 0/n 0/n 0/n 0/n
472	English	rain (V)	65	reɪn	r eɪ n	102	r eɪ - - n -	c c c	95-23/ʁ 274-1/ɑ 263-1/jˀ 284-2/- 7-1/n 86-2/- 0/n 0/n 0/n 0/n 0/n 0/n
473	Danish	rain (V)	65	ʁɑjˀn	ʁ ɑ jˀ n	102	ʁ ɑ jˀ - n -	c c c c	95-23/ʁ 274-1/ɑ 263-1/jˀ 284-2/- 7-1/n 86-2/- 0/n 0/n 0/n 0/n 0/n 0/n
474	Swedish	rain (V)	65	reŋːn	r e ŋː n	102	r e ŋː - n -	c c c c	95-23/ʁ 274-1/ɑ 263-1/jˀ 284-2/- 7-1/n 86-2/- 0/n 0/n 0/n 0/n 0/n 0/n
475	Icelandic	rain (V)	65	rɛkn	r ɛ k n	102	r ɛ k - n -	c c c c	95-23/ʁ 274-1/ɑ 263-1/jˀ 284-2/- 7-1/n 86-2/- 0/n 0/n 0/n 0/n 0/n
476	Dutch	rain (V)	65	reːɣə	r eː ɣ ə	102	r eː ɣ ə - -	c c c c	95-23/ʁ 274-1/ɑ 263-1/jˀ 284-2/- 7-1/n 86-2/- 0/n 0/n 0/n 0/n 0/n 0/n
477	Norwegian	rain (V)	65	ɾæjnə	ɾ æ j n ə	102	ɾ æ j - n ə	c c c c c	95-23/ʁ 274-1/ɑ 263-1/jˀ 284-2/- 7-1/n 86-2/- 0/n 0/n 0/n 0/n 0/n
#
478	German	red	66	roːt	r oː t	103	r oː t - -	c c c	95-23/ʁ 300-1/œ 53-2/ðˀ 209-21/- 299-22/- 0/n 0/n 0/n 0/n 0/n
479	English	red	66	rɛd	r ɛ d	103	r ɛ d - -	c c c	95-23/ʁ 300-1/œ 53-2/ðˀ 209-21/- 299-22/- 0/n 0/n 0/n 0/n
480	Danish	red	66	ʁœðˀ	ʁ œ ðˀ	103	ʁ œ ðˀ - -	c c c	95-23/ʁ 300-1/œ 53-2/ðˀ 209-21/- 299-22/- 0/n 0/n 0/n 0/n 0/n
481	Swedish	red	66	røːd	r øː d	103	r øː d - -	c c c	95-23/ʁ 300-1/œ 53-2/ðˀ 209-21/- 299-22/- 0/n 0/n 0/n 0/n 0/n
482	Icelandic	red	66	røyːðʏr	r øyː ð ʏ r	103	r øyː ð ʏ r	c c c c c	95-23/ʁ 300-1/œ 53-2/ðˀ 209-21/- 299-22/- 0/n 0/n 0/n 0/n 0/n 0/n
483	Dutch	red	66	roːt	r oː t	103	r oː t - -	c c c	95-23/ʁ 300-1/œ 53-2/ðˀ 209-21/- 299-22/- 0/n 0/n 0/n 0/n 0/n
#
484	German	road	67	veːk	v eː k	104	v eː k - -	c c c	94-9/v 51-1/ɑ 24-2/jˀ 209-21/- 299-22/- 0/n 0/n 0/n 0/n 0/n
485	English	road	67	rəʊd	r əʊ d	105	r əʊ d	c c c	0/n 0/n 0/n 0/n 0/n 0/n
486	Danish	road	67	vɑjˀ	v ɑ jˀ	104	v ɑ jˀ - -	c c c	94-9/v 51-1/ɑ 24-2/jˀ 209-21/- 299-22/- 0/n 0/n 0/n 0/n 0/n
487	Swedish	road	67	vɛːg	v ɛː g	104	v ɛː g - -	c c c	94-9/v 51-1/ɑ 24-2/jˀ 209-21/- 299-22/- 0/n 0/n 0/n 0/n 0/n
488	Icelandic	road	67	vekʏr	v e k ʏ r	104	v e k ʏ r	c c c c c	94-9/v 51-1/ɑ 24-2/jˀ 209-21/- 299-22/- 0/n 0/n 0/n 0/n
489	Dutch	road	67	ʋɛx	ʋ ɛ x	104	ʋ ɛ x - -	c c c	94-9/v 51-1/ɑ 24-2/jˀ 209-21/- 299-22/- 0/n 0/n 0/n 0/n
490	English	road	67	ʋeɪ	ʋ eɪ	104	ʋ eɪ - - -	c c	94-9/v 51-1/ɑ 24-2/jˀ 209-21/- 299-22/- 0/n 0/n 0/n 0/n 0/n
#
491	German	root	68	vʊrt͡səl	v ʊ r t͡s ə l	106	v ʊ r t͡s ə l	c c c c c c	21-1/- 192-1/- 95-23/ʁ 62-1/- 97-1/oˀ 170-1/ð 0/n 0/n 0/n 0/n 0/n 0/n 0/n
492	English	root	68	ruːt	r uː t	106	- - r - uː t	c c c	21-1/- 192-1/- 95-23/ʁ 62-1/- 97-1/oˀ 170-1/ð 0/n 0/n 0/n 0/n 0/n 0/n
493	Danish	root	68	ʁoˀð	ʁ oˀ ð	106	- - ʁ - oˀ ð	c c c	21-1/- 192-1/- 95-23/ʁ 62-1/- 97-1/oˀ 170-1/ð 0/n 0/n 0/n 0/n 0/n 0/n
494	Swedish	root	68	roːt	r oː t	106	- - r - oː t	c c c	21-1/- 192-1/- 95-23/ʁ 62-1/- 97-1/oˀ 170-1/ð 0/n 0/n 0/n 0/n 0/n 0/n
495	Icelandic	root	68	rouːt	r ouː t	106	- - r - ouː t	c c c	21-1/- 192-1/- 95-23/ʁ 62-1/- 97-1/oˀ 170-1/ð 0/n 0/n 0/n 0/n 0/n 0/n 0/n
496	Dutch	root	68	ʋɔrtəl	ʋ ɔ r t ə l	106	ʋ ɔ r t ə l	c c c c c c	21-1/- 192-1/- 95-23/ʁ 62-1/- 97-1/oˀ 170-1/ð 0/n 0/n 0/n 0/n 0/n
#
497	German	round	69	rʊnt	r ʊ n t	-108	r ʊ n t	c c c c	95-23/ʁ 268-2/ɔ 222-4/nˀ 43-7/- 0/n 0/n 0/n
498	English	round	69	raʊnd	r aʊ n d	-108	r aʊ n d	c c c c	95-23/ʁ 268-2/ɔ 222-4/nˀ 43-7/- 0/n 0/n 0/n 0/n
499	Danish	round	69	ʁɔnˀ	ʁ ɔ nˀ	-108	ʁ ɔ nˀ -	c c c	95-23/ʁ 268-2/ɔ 222-4/nˀ 43-7/- 0/n 0/n 0/n 0/n
500	Swedish	round	69	runːd	r u nː d	-108	r u nː d	c c c c	95-23/ʁ 268-2/ɔ 222-4/nˀ 43-7/- 0/n 0/n 0/n 0/n
501	Icelandic	round	69	kʰriŋlouʰtʏr	kʰ r i ŋ l ouʰ t ʏ r	107	kʰ r i ŋ l ouʰ t ʏ r	c c c c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n
502	Dutch	round	69	rɔnt	r ɔ n t	-108	r ɔ n t	c c c c	95-23/ʁ 268-2/ɔ 222-4/nˀ 43-7/- 0/n 0/n 0/n
#
759	German	salt	104	zalt͡s	z a l t͡s	170	z a l t͡s	c c c c	239-13/s 189-1/a 203-1/lˀ 89-2/d 0/n 0/n 0/n 0/n 0/n
760	English	salt	104	sɔːlt	s ɔː l t	170	s ɔː l t	c c c c	239-13/s 189-1/a 203-1/lˀ 89-2/d 0/n 0/n 0/n 0/n
761	Danish	salt	104	salˀd	s a lˀ d	170	s a lˀ d	c c c c	239-13/s 189-1/a 203-1/lˀ 89-2/d 0/n 0/n 0/n 0/n
762	Swedish	salt	104	salːt	s a lː t	170	s a lː t	c c c c	239-13/s 189-1/a 203-1/lˀ 89-2/d 0/n 0/n 0/n 0/n
763	Icelandic	salt	104	sal̥t	s a l̥ t	170	s a l̥ t	c c c c	239-13/s 189-1/a 203-1/lˀ 89-2/d 0/n 0/n 0/n 0/n
764	Dutch	salt	104	zɑut	z ɑu t	170	z ɑu - t	c c c	239-13/s 189-1/a 203-1/lˀ 89-2/d 0/n 0/n 0/n 0/n
765	Norwegian	salt	104	sɑlt	s ɑ l t	170	s ɑ l t	c c c c	239-13/s 189-1/a 203-1/lˀ 89-2/d 0/n 0/n 0/n
#
503	German	sand	70	zant	z a n t	109	z a n t - -	c c c c	239-13/s 304-3/a 222-4/nˀ 43-7/- 209-21/- 299-22/- 0/n 0/n 0/n 0/n 0/n
504	English	sand	70	sænd	s æ n d	109	s æ n d - -	c c c c	239-13/s 304-3/a 222-4/nˀ 43-7/- 209-21/- 299-22/- 0/n 0/n 0/n 0/n 0/n
505	Danish	sand	70	sanˀ	s a nˀ	109	s a nˀ - - -	c c c	239-13/s 304-3/a 222-4/nˀ 43-7/- 209-21/- 299-22/- 0/n 0/n 0/n 0/n 0/n 0/n
506	Swedish	sand	70	sanːd	s a nː d	109	s a nː d - -	c c c c	239-13/s 304-3/a 222-4/nˀ 43-7/- 209-21/- 299-22/- 0/n 0/n 0/n 0/n 0/n 0/n
507	Icelandic	sand	70	santʏr	s a n t ʏ r	109	s a n t ʏ r	c c c c c c	239-13/s 304-3/a 222-4/nˀ 43-7/- 209-21/- 299-22/- 0/n 0/n 0/n 0/n 0/n
508	Dutch	sand	70	zɑnt	z ɑ n t	109	z ɑ n t - -	c c c c	239-13/s 304-3/a 222-4/nˀ 43-7/- 209-21/- 299-22/- 0/n 0/n 0/n 0/n 0/n
#
509	German	say (V)	71	zaːɡən	z aː ɡ ə n	110	z aː ɡ ə n	c c c c c	239-13/s 140-1/iː 161-1/- 70-2/- 38-19/- 0/n 0/n 0/n 0/n 0/n
510	English	say (V)	71	seɪ	s eɪ	110	s eɪ - - -	c c	239-13/s 140-1/iː 161-1/- 70-2/- 38-19/- 0/n 0/n 0/n 0/n 0/n
511	Danish	say (V)	71	siː	s iː	110	s iː - - -	c c	239-13/s 140-1/iː 161-1/- 70-2/- 38-19/- 0/n 0/n 0/n 0/n 0/n
512	Swedish	say (V)	71	sɛja	s ɛ j a	110	s ɛ j a -	c c c c	239-13/s 140-1/iː 161-1/- 70-2/- 38-19/- 0/n 0/n 0/n 0/n
513	Icelandic	say (V)	71	seiːja	s eiː j a	110	s eiː j a -	c c c c	239-13/s 140-1/iː 161-1/- 70-2/- 38-19/- 0/n 0/n 0/n 0/n 0/n 0/n
514	Dutch	say (V)	71	zɛɣə	z ɛ ɣ ə	110	z ɛ ɣ ə -	c c c c	239-13/s 140-1/iː 161-1/- 70-2/- 38-19/- 0/n 0/n 0/n 0/n
515	Norwegian	say (V)	71	siː	s iː	110	s iː - - -	c c	239-13/s 140-1/iː 161-1/- 70-2/- 38-19/- 0/n 0/n 0/n 0/n 0/n
#
516	German	see (V)	72	zeːən	z eːə n	111	z - eːə n	c c c	239-13/s 143-6/- 167-1/eˀ 213-2/- 0/n 0/n 0/n 0/n 0/n
517	English	see (V)	72	siː	s iː	111	s - iː -	c c	239-13/s 143-6/- 167-1/eˀ 213-2/- 0/n 0/n 0/n 0/n
518	Danish	see (V)	72	seˀ	s eˀ	111	s - eˀ -	c c	239-13/s 143-6/- 167-1/eˀ 213-2/- 0/n 0/n 0/n 0/n
519	Swedish	see (V)	72	seː	s eː	111	s - eː -	c c	239-13/s 143-6/- 167-1/eˀ 213-2/- 0/n 0/n 0/n 0/n
520	Icelandic	see (V)	72	sjauː	s j auː	111	s j auː -	c c c	239-13/s 143-6/- 167-1/eˀ 213-2/- 0/n 0/n 0/n 0/n 0/n
521	Dutch	see (V)	72	ziːn	z iː n	111	z - iː n	c c c	239-13/s 143-6/- 167-1/eˀ 213-2/- 0/n 0/n 0/n 0/n
522	Norwegian	see (V)	72	seː	s eː	111	s - eː -	c c	239-13/s 143-6/- 167-1/eˀ 213-2/- 0/n 0/n 0/n 0/n
#
523	German	seed	73	zaːmən	z aː m ə n	112	z aː m ə n	c c c c c	239-13/s 282-3/Ø 312-2/Ø 6-11/ə 38-19/- 0/n 0/n 0/n 0/n 0/n
524	English	seed	73	siːd	s iː d	112	s iː d - -	c c c	239-13/s 282-3/Ø 312-2/Ø 6-11/ə 38-19/- 0/n 0/n 0/n 0/n 0/n
525	Danish	seed	73	fʁœˀ	f ʁ œˀ	113	f ʁ œˀ	c c c	83-15/f 95-23/ʁ 190-1/œˀ 0/n 0/n 0/n
526	Swedish	seed	73	frøː	f r øː	113	f r øː	c c c	83-15/f 95-23/ʁ 190-1/œˀ 0/n 0/n 0/n
527	Icelandic	seed	73	fraiː	f r aiː	113	f r aiː	c c c	83-15/f 95-23/ʁ 190-1/œˀ 0/n 0/n 0/n 0/n
528	Dutch	seed	73	zaːt	z aː t	112	z aː t - -	c c c	239-13/s 282-3/Ø 312-2/Ø 6-11/ə 38-19/- 0/n 0/n 0/n 0/n 0/n
529	Norwegian	seed	73	fɾøː	f ɾ øː	113	f ɾ øː	c c c	83-15/f 95-23/ʁ 190-1/œˀ 0/n 0/n 0/n
#
766	German	short	105	kʊrt͡s	k ʊ r t͡s	-172	k ʊ r t͡s	c c c c	294-8/k 147-1/ɒː 173-2/- 247-1/d 0/n 0/n 0/n 0/n 0/n
767	English	short	105	ʃɔːrt	ʃ ɔː r t	172	ʃ ɔː r t	c c c c	0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n
768	Danish	short	105	kɒːd	k ɒː d	-172	k ɒː - d	c c c	294-8/k 147-1/ɒː 173-2/- 247-1/d 0/n 0/n 0/n 0/n
769	Swedish	short	105	kɔrt	k ɔ r t	-172	k ɔ r t	c c c c	294-8/k 147-1/ɒː 173-2/- 247-1/d 0/n 0/n 0/n
770	Icelandic	short	105	stʏʰtʏr	s t ʏʰ t ʏ r	171	s t ʏʰ t ʏ r	c c c c c c	0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n
771	Dutch	short	105	kɔrt	k ɔ r t	-172	k ɔ r t	c c c c	294-8/k 147-1/ɒː 173-2/- 247-1/d 0/n 0/n 0/n
772	Norwegian	short	105	kɔʈ	k ɔ ʈ	-172	k ɔ - ʈ	c c c	294-8/k 147-1/ɒː 173-2/- 247-1/d 0/n 0/n 0/n
#
530	German	sit (V)	74	zɪt͡sən	z ɪ t͡s ə n	114	z ɪ t͡s - ə n	c c c c c	239-13/s 193-1/e 92-2/ð 143-6/- 241-11/ə 38-19/- 0/n 0/n 0/n 0/n 0/n 0/n 0/n
531	English	sit (V)	74	sɪt	s ɪ t	114	s ɪ t - - -	c c c	239-13/s 193-1/e 92-2/ð 143-6/- 241-11/ə 38-19/- 0/n 0/n 0/n 0/n 0/n
532	Danish	sit (V)	74	seðə	s e ð ə	114	s e ð - ə -	c c c c	239-13/s 193-1/e 92-2/ð 143-6/- 241-11/ə 38-19/- 0/n 0/n 0/n 0/n 0/n
533	Swedish	sit (V)	74	sitːa	s i tː a	114	s i tː - a -	c c c c	239-13/s 193-1/e 92-2/ð 143-6/- 241-11/ə 38-19/- 0/n 0/n 0/n 0/n 0/n 0/n
534	Icelandic	sit (V)	74	sɪːtja	s ɪː t j a	114	s ɪː t j a -	c c c c c	239-13/s 193-1/e 92-2/ð 143-6/- 241-11/ə 38-19/- 0/n 0/n 0/n 0/n 0/n 0/n
535	Dutch	sit (V)	74	zɪtə	z ɪ t ə	114	z ɪ t - ə -	c c c c	239-13/s 193-1/e 92-2/ð 143-6/- 241-11/ə 38-19/- 0/n 0/n 0/n 0/n 0/n
536	Norwegian	sit (V)	74	sitə	s i t ə	114	s i t - ə -	c c c c	239-13/s 193-1/e 92-2/ð 143-6/- 241-11/ə 38-19/- 0/n 0/n 0/n 0/n 0/n
#
537	German	skin	75	haut	h au t	116	h au t	c c c	229-9/h 103-1/u 53-2/ðˀ 0/n 0/n 0/n
538	English	skin	75	skɪn	s k ɪ n	-117	s k ɪ n	c c c c	0/n 0/n 0/n 0/n 0/n 0/n 0/n
539	Danish	skin	75	huðˀ	h u ðˀ	116	h u ðˀ	c c c	229-9/h 103-1/u 53-2/ðˀ 0/n 0/n 0/n
540	Swedish	skin	75	ɧinː	ɧ i nː	117	ɧ - i nː	c c c	130-7/s 307-2/g 205-3/e 197-3/nˀ 0/n 0/n 0/n 0/n
541	Icelandic	skin	75	huːð	h uː ð	116	h uː ð	c c c	229-9/h 103-1/u 53-2/ðˀ 0/n 0/n 0/n
542	Dutch	skin	75	vɛl	v ɛ l	115	v ɛ l	c c c	0/n 0/n 0/n 0/n 0/n
543	Norwegian	skin	75	hʉːd	h ʉː d	116	h ʉː d	c c c	229-9/h 103-1/u 53-2/ðˀ 0/n 0/n 0/n
544	Swedish	skin	75	huːd	h uː d	116	h uː d	c c c	229-9/h 103-1/u 53-2/ðˀ 0/n 0/n 0/n
545	Icelandic	skin	75	scɪnː	s c ɪ nː	117	s c ɪ nː	c c c c	130-7/s 307-2/g 205-3/e 197-3/nˀ 0/n 0/n 0/n 0/n
546	Dutch	skin	75	hœyt	h œy t	116	h œy t	c c c	229-9/h 103-1/u 53-2/ðˀ 0/n 0/n 0/n
#
547	German	sleep (V)	76	ʃlaːfən	ʃ l aː f ə n	119	ʃ l aː f ə n	c c c c c c	130-7/s 44-18/l 282-3/Ø 81-1/Ø 241-11/ə 38-19/- 0/n 0/n 0/n 0/n 0/n 0/n
548	English	sleep (V)	76	sliːp	s l iː p	119	s l iː p - -	c c c c	130-7/s 44-18/l 282-3/Ø 81-1/Ø 241-11/ə 38-19/- 0/n 0/n 0/n 0/n 0/n 0/n
549	Danish	sleep (V)	76	sɒwə	s ɒ w ə	118	s ɒ w ə	c c c c	239-13/s 210-1/ɒ 16-2/w 6-11/ə 0/n 0/n 0/n
550	Swedish	sleep (V)	76	soːva	s oː v a	118	s oː v a	c c c c	239-13/s 210-1/ɒ 16-2/w 6-11/ə 0/n 0/n 0/n 0/n
551	Icelandic	sleep (V)	76	sɔːva	s ɔː v a	118	s ɔː v a	c c c c	239-13/s 210-1/ɒ 16-2/w 6-11/ə 0/n 0/n 0/n 0/n
552	Dutch	sleep (V)	76	slaːpə	s l aː p ə	119	s l aː p ə -	c c c c c	130-7/s 44-18/l 282-3/Ø 81-1/Ø 241-11/ə 38-19/- 0/n 0/n 0/n 0/n 0/n 0/n
553	Norwegian	sleep (V)	76	soːʋə	s oː ʋ ə	118	s oː ʋ ə	c c c c	239-13/s 210-1/ɒ 16-2/w 6-11/ə 0/n 0/n 0/n 0/n
#
554	German	small	77	klain	k l ai n	121	k l ai n	c c c c	294-8/k 44-18/l 228-3/iː 238-12/n 0/n 0/n 0/n 0/n
555	English	small	77	smɔːl	s m ɔː l	120	s m ɔː l	c c c c	239-13/s 157-14/m 73-2/ɛˀ 107-1/Ø 0/n 0/n 0/n 0/n
556	Danish	small	77	lilə	l i l ə	122	l i - l ə -	c c c c	44-18/l 246-1/i 257-1/- 47-1/l 234-5/ə 15-1/- 0/n 0/n 0/n 0/n 0/n
557	Swedish	small	77	liːten	l iː t e n	122	l iː t - e n	c c c c c	44-18/l 246-1/i 257-1/- 47-1/l 234-5/ə 15-1/- 0/n 0/n 0/n 0/n 0/n 0/n
558	Icelandic	small	77	liːtɪt͡l	l iː t ɪ t͡l	122	l iː t - ɪ t͡l	c c c c c	44-18/l 246-1/i 257-1/- 47-1/l 234-5/ə 15-1/- 0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n
559	Dutch	small	77	klɛɪn	k l ɛɪ n	121	k l ɛɪ n	c c c c	294-8/k 44-18/l 228-3/iː 238-12/n 0/n 0/n 0/n 0/n
560	Norwegian	small	77	liːtən	l iː t ə n	122	l iː t - ə n	c c c c c	44-18/l 246-1/i 257-1/- 47-1/l 234-5/ə 15-1/- 0/n 0/n 0/n 0/n 0/n 0/n
561	English	small	77	lɪtḷ	l ɪ t ḷ	122	l ɪ t ḷ - -	c c c c	44-18/l 246-1/i 257-1/- 47-1/l 234-5/ə 15-1/- 0/n 0/n 0/n 0/n 0/n
562	Danish	small	77	liːðən	l iː ð ə n	122	l iː ð - ə n	c c c c c	44-18/l 246-1/i 257-1/- 47-1/l 234-5/ə 15-1/- 0/n 0/n 0/n 0/n 0/n 0/n
563	Swedish	small	77	smoː	s m oː	120	s m oː -	c c c	239-13/s 157-14/m 73-2/ɛˀ 107-1/Ø 0/n 0/n 0/n 0/n
564	Icelandic	small	77	smauːr	s m auː r	120	s m auː r	c c c c	239-13/s 157-14/m 73-2/ɛˀ 107-1/Ø 0/n 0/n 0/n 0/n 0/n
#
565	German	smoke	78	raux	r au x	124	r au - x - -	c c c	95-23/ʁ 154-1/ʌ 111-1/jˀ 141-2/- 209-21/- 299-22/- 0/n 0/n 0/n 0/n 0/n 0/n
566	English	smoke	78	sməʊk	s m əʊ k	123	s m əʊ k	c c c c	0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n
567	Danish	smoke	78	ʁʌjˀ	ʁ ʌ jˀ	124	ʁ ʌ jˀ - - -	c c c	95-23/ʁ 154-1/ʌ 111-1/jˀ 141-2/- 209-21/- 299-22/- 0/n 0/n 0/n 0/n 0/n 0/n
568	Swedish	smoke	78	røk	r ø k	124	r ø - k - -	c c c	95-23/ʁ 154-1/ʌ 111-1/jˀ 141-2/- 209-21/- 299-22/- 0/n 0/n 0/n 0/n 0/n
569	Icelandic	smoke	78	reiːkʏr	r eiː k ʏ r	124	r eiː - k ʏ r	c c c c c	95-23/ʁ 154-1/ʌ 111-1/jˀ 141-2/- 209-21/- 299-22/- 0/n 0/n 0/n 0/n 0/n 0/n 0/n
570	Dutch	smoke	78	roːk	r oː k	124	r oː - k - -	c c c	95-23/ʁ 154-1/ʌ 111-1/jˀ 141-2/- 209-21/- 299-22/- 0/n 0/n 0/n 0/n 0/n 0/n
571	Norwegian	smoke	78	ɾœjk	ɾ œ j k	124	ɾ œ j k - -	c c c c	95-23/ʁ 154-1/ʌ 111-1/jˀ 141-2/- 209-21/- 299-22/- 0/n 0/n 0/n 0/n 0/n
#
773	German	snake	106	ʃlaŋə	ʃ l a ŋ ə	173	ʃ l a ŋ - ə	c c c c c	249-1/s 269-2/l 28-2/ɑ 33-2/ŋ 63-4/- 6-11/ə 0/n 0/n 0/n 0/n 0/n
774	English	snake	106	sneɪk	s n eɪ k	175	s n eɪ k	c c c c	0/n 0/n 0/n 0/n 0/n 0/n 0/n 0/n
